gene_id	type	func_id	chr	pos_start	pos_end
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17096924	17101324
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17208978	17215397
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17107103	17115340
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17101325	17107102
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17093176	17096923
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17257564	17261819
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17759959	17768312
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17421553	17424922
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17321802	17332698
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17356659	17360174
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17253169	17257563
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17309008	17313190
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17188037	17193318
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17215398	17219503
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17244761	17248249
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17646931	17654006
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17162752	17166292
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17237719	17241170
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17174581	17178282
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17975211	17978545
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17268824	17275817
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17089089	17093175
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17285799	17294199
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17219504	17224946
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17153660	17162751
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	18422418	18426879
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17166293	17171167
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17171168	17174580
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	16973859	16977228
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	16980242	16986750
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17382943	17391170
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	16882068	16888946
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17134486	17138706
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17205597	17208977
ENSG00000198445	pchic	pchic_22_17066624_17083079	22	17193319	17197704
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17404252	17407545
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17264834	17268823
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	16980242	16986750
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17768313	17773408
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17872589	17878729
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17688924	17698953
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17878730	17885048
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17093176	17096923
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17248250	17253168
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17188037	17193318
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17061798	17066623
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17332699	17342162
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17197705	17201943
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17407546	17416187
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17709393	17715909
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	18302033	18306318
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17938587	17944330
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17193319	17197704
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17174581	17178282
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17244761	17248249
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17261820	17264833
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17427937	17432269
ENSG00000172967	pchic	pchic_22_17294200_17309007	22	17208978	17215397
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17971493	17975210
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17469322	17472553
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17917972	17922582
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17852216	17860436
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	18006191	18021505
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17188037	17193318
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17432270	17436048
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17134486	17138706
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17985741	17996380
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17458763	17462287
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17777660	17787849
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17197705	17201943
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17400488	17404251
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17244761	17248249
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17348782	17353064
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	16939960	16945983
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17382943	17391170
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17395203	17400487
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17961637	17968426
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17454447	17458762
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17096924	17101324
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17465672	17469321
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17787850	17803043
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17444674	17454446
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17416188	17421552
ENSG00000215568	pchic	pchic_22_17483844_17494384	22	17208978	17215397
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18075326	18078841
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17646931	17654006
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18003167	18006190
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17659185	17665622
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17971493	17975210
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17416188	17421552
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17264834	17268823
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17636606	17646930
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17654007	17659184
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17502218	17505632
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17715910	17720082
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17892032	17896927
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17975211	17978545
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17917972	17922582
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17628784	17636605
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17709393	17715909
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18832513	18843517
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17611541	17619499
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17768313	17773408
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18205531	18208689
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18159445	18162475
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17597402	17605607
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18153608	18159444
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17985741	17996380
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18251440	18266440
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17591840	17597401
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17888469	17892031
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17469322	17472553
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17777660	17787849
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18039784	18062883
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17928725	17934277
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	18105770	18116420
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17725862	17739211
ENSG00000177663	pchic	pchic_22_17557312_17574531	22	17978546	17985740
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18455347	18462569
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17580639	17585923
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18084299	18094412
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17978546	17985740
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18212113	18216640
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18159445	18162475
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	16395171	16405370
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17557312	17574531
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17498900	17502217
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18003167	18006190
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17852216	17860436
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17985741	17996380
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18503533	18511030
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17542809	17550601
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18216641	18221028
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18764960	18773282
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17313191	17317298
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18035559	18039783
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17872589	17878729
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17961637	17968426
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17646931	17654006
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17554009	17557311
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18130978	18135198
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17759959	17768312
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17454447	17458762
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17949343	17954982
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18078842	18084298
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17975211	17978545
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17688924	17698953
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17971493	17975210
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18102075	18105769
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17909949	17914128
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17739212	17751729
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17938587	17944330
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17574532	17580638
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17725862	17739211
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18246050	18251439
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18189790	18196602
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17868509	17872588
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18166917	18173295
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18226049	18230220
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17197705	17201943
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17162752	17166292
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17901841	17905398
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17675618	17680767
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17404252	17407545
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17407546	17416187
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18324859	18333817
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17917972	17922582
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	18251440	18266440
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17619500	17628783
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17680768	17688923
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17944331	17949342
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17715910	17720082
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17914129	17917971
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17215398	17219503
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17934278	17938586
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17636606	17646930
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17777660	17787849
ENSG00000183307	pchic	pchic_22_17597402_17605607	22	17928725	17934277
ENSG00000069998	pchic	pchic_22_17636606_17646930	22	17768313	17773408
